City,Latitude,Longitude,Country,Date,Max Temperature (F),Humidity %,Cloudiness %,Wind (mph)
Varia,38.6,21.58,GR,1572373550,62.6,88,0,1.77
Shieli,44.18,66.74,KZ,1572373550,54.07,32,87,6.22
Alexandria,43.97,25.33,RO,1572373480,50.0,92,24,6.89
Gazalkent,41.57,69.78,UZ,1572373551,55.4,43,18,4.7
Victoria,5.28,115.24,BN,1572373351,78.8,88,75,12.55
Suntar,62.16,117.65,RU,1572373551,14.72,95,21,6.08
Yuzhne,48.22,33.85,UA,1572373551,48.2,81,100,4.47
Pinos Puente,37.25,-3.75,ES,1572373612,68.0,63,40,2.24
Elliot,-31.33,27.85,ZA,1572373613,42.48,85,0,3.47
Cervo,-22.19,-46.24,BR,1572373613,73.4,73,75,3.65
Amudat,1.95,34.95,UG,1572373613,74.97,56,89,15.9
Portland,43.66,-70.25,US,1572373613,53.01,81,90,8.05
Quarai,-30.39,-56.45,BR,1572373614,80.87,83,99,9.95
Smidovich,48.6,133.81,RU,1572373614,39.7,89,100,13.56
Lujiang,31.26,117.28,CN,1572373614,51.8,66,0,4.47
Koslan,63.46,48.9,RU,1572373615,24.51,84,99,8.99
Jackville,5.21,-4.42,CI,1572373615,80.6,83,40,9.17
Ambilobe,-13.19,49.05,MG,1572373615,74.79,76,0,6.08
Scarborough,54.28,-0.41,GB,1572373615,48.99,75,0,4.7
Mitsamiouli,-11.38,43.28,KM,1572373616,80.6,65,20,13.87
Dodoma,-6.18,35.75,TZ,1572373616,75.79,49,1,11.54
Doaba,33.42,70.74,PK,1572373616,64.36,47,68,3.94
Konevo,41.67,25.61,BG,1572373617,60.01,86,43,4.27
Mantua,45.16,10.79,IT,1572373617,60.8,93,75,1.12
Babanka,48.71,30.45,UA,1572373617,47.01,56,99,6.89
Pacific Grove,36.62,-121.92,US,1572373617,63.0,38,1,4.7
Zhigansk,66.77,123.37,RU,1572373618,10.31,97,100,10.38
Rawson,-43.3,-65.11,AR,1572373619,61.61,40,0,19.51
Palmer,-34.85,139.16,AU,1572373619,71.01,58,17,4.7
Teguise,29.06,-13.56,ES,1572373620,75.2,83,0,4.7
Grand-Lahou,5.24,-5.0,CI,1572373620,78.31,84,99,11.14
Sulangan,11.14,123.72,PH,1572373620,80.71,76,100,2.82
Along,28.17,94.8,IN,1572373620,61.21,92,2,3.69
Parrita,9.52,-84.33,CR,1572373621,78.8,64,75,10.29
Vila Praia de Ancora,41.81,-8.85,PT,1572373621,66.99,100,90,5.82
Autazes,-3.58,-59.13,BR,1572373621,98.89,33,46,3.38
The Valley,18.22,-63.06,AI,1572373622,87.8,58,20,10.29
Sinjai,-5.12,120.25,ID,1572373622,81.73,74,20,4.16
Canchungo,12.07,-16.03,GW,1572373622,93.2,66,13,2.24
Fandriana,-20.24,47.38,MG,1572373623,63.54,80,37,1.25
Hanting,30.92,118.55,CN,1572373623,54.54,44,0,3.49
Sironko,1.23,34.25,UG,1572373623,52.02,93,93,3.49
Muzaffarpur,26.12,85.39,IN,1572373623,71.6,94,40,4.56
Vostok,46.45,135.83,RU,1572373624,32.63,97,100,8.86
Abilene,32.45,-99.73,US,1572373624,41.0,63,90,11.41
Gladstone,-23.84,151.26,AU,1572373624,69.8,68,40,9.17
Muros,42.77,-9.06,ES,1572373625,64.99,100,90,3.36
Ust-Tsilma,65.44,52.15,RU,1572373625,20.03,95,91,5.19
Soverato,38.69,16.55,IT,1572373625,68.0,82,20,4.7
Lahij,13.06,44.88,YE,1572373625,81.77,48,99,3.42
Ust-Nera,64.57,143.24,RU,1572373626,12.06,96,100,1.92
Padang,-0.92,100.36,ID,1572373626,68.05,98,55,0.83
Micco,27.85,-80.5,US,1572373626,89.01,66,75,11.41
Panorama,-21.35,-51.86,BR,1572373626,95.97,33,19,3.69
Umm Kaddadah,13.6,26.69,SD,1572373626,85.32,18,55,8.66
Sueyoshi,31.65,131.02,JP,1572373627,55.0,100,1,4.0
Bundu,-4.1,19.66,CD,1572373627,70.61,98,96,2.42
Winslow,51.94,-0.88,GB,1572373627,50.0,81,20,6.93
Limon,39.26,-103.69,US,1572373628,19.99,85,90,16.11
Ibra,22.69,58.55,OM,1572373628,79.9,51,45,18.75
Kailua,21.39,-157.74,US,1572373628,78.8,88,40,4.7
Sao Joao do Paraiso,-15.31,-42.01,BR,1572373628,88.14,27,10,6.78
Panuco,22.88,-102.54,MX,1572373629,68.0,49,5,14.99
Mehamn,71.03,27.85,NO,1572373629,33.8,80,90,23.04
Baykit,61.68,96.39,RU,1572373629,25.21,90,100,15.39
Tadine,-21.55,167.88,NC,1572373690,66.13,78,7,12.44
Kharitonovo,61.4,47.5,RU,1572373690,23.77,88,21,3.69
Matane,48.83,-67.52,CA,1572373691,53.6,71,75,11.41
Mulege,26.88,-111.98,MX,1572373692,75.25,50,15,4.65
Saint-Ambroise,48.56,-71.32,CA,1572373692,57.2,81,75,10.29
Terney,45.05,136.61,RU,1572373692,35.42,86,39,6.71
Zhaoyuan,45.52,125.08,CN,1572373693,35.98,44,4,8.23
Poway,32.96,-117.04,US,1572373693,70.0,45,1,4.7
Buala,-8.15,159.59,SB,1572373693,78.82,80,100,2.55
Champerico,16.38,-93.6,MX,1572373693,82.4,61,40,9.17
Vallenar,-28.58,-70.76,CL,1572373694,76.3,22,4,12.21
Provideniya,64.42,-173.23,RU,1572373694,15.71,70,14,2.64
Kodinsk,58.6,99.18,RU,1572373695,30.15,77,86,23.58
Nyrob,60.74,56.73,RU,1572373695,17.83,90,43,5.59
Butembo,0.12,29.29,CD,1572373695,62.29,95,100,3.87
Dengzhou,32.69,112.08,CN,1572373695,60.19,56,15,2.06
Broken Hill,-31.97,141.45,AU,1572373696,71.6,13,100,6.93
Ust-Ishim,57.69,71.17,RU,1572373696,26.2,77,0,4.34
Kysyl-Syr,63.9,122.77,RU,1572373696,9.25,94,100,10.25
Sistranda,63.73,8.83,NO,1572373696,44.01,86,40,12.75
Shenzhen,22.54,114.05,CN,1572373436,73.4,49,97,8.95
Kang,-23.67,22.79,BW,1572373697,68.54,7,21,8.23
Umm Lajj,25.02,37.27,SA,1572373697,75.36,56,0,7.74
Plainview,34.18,-101.71,US,1572373697,35.6,80,90,6.93
Oudtshoorn,-33.59,22.2,ZA,1572373698,57.2,47,20,10.29
Galesong,-5.32,119.37,ID,1572373698,77.0,88,20,1.12
Huruta,8.15,39.35,ET,1572373698,44.22,68,90,1.92
Krasnorechenskiy,44.63,135.35,RU,1572373698,30.47,84,62,8.79
Bandar-e Lengeh,26.56,54.88,IR,1572373699,82.4,48,20,4.7
Tongliao,43.61,122.27,CN,1572373699,42.57,53,0,16.4
Kushiro,43.11,144.15,JP,1572373700,50.43,93,43,4.94
Zheleznodorozhnyy,55.75,38.0,RU,1572373633,41.0,80,75,8.95
Pagsangahan,11.13,124.56,PH,1572373701,76.77,88,86,4.18
Kieta,-6.22,155.63,PG,1572373702,80.58,74,97,3.65
Freeport,26.54,-78.7,BS,1572373702,86.0,70,40,10.29
Snezhnogorsk,69.19,33.23,RU,1572373702,24.8,92,75,6.71
Amalapuram,16.58,82.0,IN,1572373702,82.4,83,20,4.7
Cerritos,33.86,-118.05,US,1572373703,71.6,46,20,5.82
Cartagena,37.63,-1.0,ES,1572373704,72.0,82,0,8.05
Dunda,30.62,78.32,IN,1572373704,54.03,75,100,4.25
Huaihua,27.56,109.96,CN,1572373704,55.87,79,0,0.85
Aventura,25.96,-80.14,US,1572373457,91.0,66,40,13.87
Shenjiamen,29.96,122.3,CN,1572373705,66.42,54,0,8.88
Kirakira,-10.46,161.92,SB,1572373705,76.37,87,100,8.5
Tieli,46.98,128.05,CN,1572373706,29.03,84,0,3.58
Santa Isabel do Rio Negro,-0.41,-65.02,BR,1572373706,91.53,53,29,1.72
Flagstaff,35.2,-111.65,US,1572373706,59.0,16,1,20.8
Merrill,42.03,-121.6,US,1572373540,35.01,27,1,14.99
Novo mesto,45.8,15.17,SI,1572373707,46.4,93,100,4.7
Luan,46.36,6.98,CH,1572373708,55.4,87,75,6.93
Ignalina,55.34,26.16,LT,1572373709,34.23,91,52,5.59
Pascagoula,30.37,-88.56,US,1572373709,68.0,94,75,13.87
Innisfail,-17.52,146.03,AU,1572373709,70.97,86,100,5.95
Saint Pete Beach,27.73,-82.74,US,1572373771,91.0,62,90,3.36
Sann,26.04,68.14,PK,1572373771,77.0,73,40,4.7
Constantine,36.36,6.61,DZ,1572373771,59.0,77,20,3.36
Saint-Leu,-21.15,55.28,RE,1572373771,75.2,78,27,2.24
Gravdal,59.79,5.78,NO,1572373772,37.99,62,42,5.82
Kushalgarh,23.2,74.45,IN,1572373772,74.61,78,74,5.12
Lake Wales,27.9,-81.59,US,1572373772,91.99,66,75,9.17
Kitimat,54.02,-128.69,CA,1572373773,37.99,59,75,1.63
Varhaug,58.61,5.65,NO,1572373773,39.0,86,0,2.24
Ngunguru,-35.62,174.5,NZ,1572373773,48.0,84,4,1.99
Hovd,63.83,10.7,NO,1572373773,44.01,86,90,16.11
Tallahassee,30.44,-84.28,US,1572373580,78.01,88,75,4.7
Kaduqli,11.01,29.72,SD,1572373774,80.33,37,95,3.27
Ife,7.48,4.55,NG,1572373774,73.27,95,72,4.09
Balabac,7.99,117.06,PH,1572373774,80.06,79,100,8.39
North Bend,43.41,-124.22,US,1572373774,52.0,37,1,12.75
Miyako,33.63,130.94,JP,1572373774,62.01,77,12,5.82
Astorga,-23.24,-51.66,BR,1572373775,93.2,36,20,5.82
Sola,-3.17,33.8,TZ,1572373775,68.43,74,100,8.75
Sayat,38.78,63.88,TM,1572373775,66.2,45,53,6.93
Alcudia,39.85,3.12,ES,1572373776,69.8,88,100,3.36
Dodge City,37.75,-100.02,US,1572373776,32.0,51,90,9.17
Wainwright,52.84,-110.86,CA,1572373776,16.92,77,0,9.17
Manokwari,-0.87,134.08,ID,1572373776,72.7,82,92,5.21
Bellavista,21.56,-104.88,MX,1572373777,78.8,61,20,3.91
Labuhan,-2.54,115.51,ID,1572373777,74.17,81,22,2.04
Ghanzi,-21.7,21.65,BW,1572373777,76.21,13,27,8.34
Kolyvan,55.31,82.74,RU,1572373777,32.0,80,52,6.71
Inirida,3.87,-67.92,CO,1572373778,86.31,74,86,1.45
Chipinge,-20.19,32.62,ZW,1572373778,73.92,72,73,7.65
Gibsons,49.4,-123.51,CA,1572373532,48.0,31,20,11.41
Balclutha,-46.24,169.74,NZ,1572373778,45.0,87,100,3.0
Manaus,-3.13,-59.98,BR,1572373776,89.6,55,40,2.24
Marystown,47.17,-55.16,CA,1572373779,48.0,2,9,5.01
West Wendover,40.74,-114.07,US,1572373779,28.4,50,75,12.75
Cianjur,-6.82,107.14,ID,1572373779,66.6,97,98,1.7
Khudat,41.63,48.68,AZ,1572373779,50.88,75,71,1.34
Daan,17.0,43.43,YE,1572373780,62.65,24,13,9.33
Porosozero,62.72,32.71,RU,1572373780,24.76,91,79,4.7
Grand-Santi,4.27,-54.38,GF,1572373780,94.01,40,46,2.26
Vikravandi,12.04,79.54,IN,1572373780,75.4,91,73,6.2
Nueve de Julio,-31.67,-68.39,AR,1572373781,84.02,18,0,11.68
Dongfeng,42.67,125.53,CN,1572373781,33.76,51,0,7.56
Crixas,-14.55,-49.97,BR,1572373781,94.78,31,78,3.04
Ziro,27.54,93.82,IN,1572373781,58.17,71,19,3.4
Fremont,37.55,-121.99,US,1572373782,87.8,38,1,5.82
Qasigiannguit,68.82,-51.19,GL,1572373782,21.2,53,20,3.36
Ust-Tarka,55.56,75.71,RU,1572373782,29.71,79,45,0.69
Ndjole,-0.18,10.76,GA,1572373783,76.19,83,74,2.62
Ko Samui,9.54,99.94,TH,1572373745,83.71,70,100,4.54
Antsirabe,-19.87,47.03,MG,1572373783,66.47,67,66,3.83
Guarda,40.54,-7.27,PT,1572373783,62.01,88,65,1.3
Urgut,39.41,67.25,UZ,1572373784,57.2,54,34,2.24
Castel San Giovanni,45.06,9.43,IT,1572373845,60.8,100,87,2.24
Arkhangelsk,64.54,40.54,RU,1572373846,23.0,92,75,6.71
Yenagoa,4.92,6.26,NG,1572373846,76.5,90,69,4.54
Saint Anthony,43.97,-111.68,US,1572373846,21.0,40,1,21.92
Drayton Valley,53.22,-114.98,CA,1572373846,18.68,50,0,6.2
Tucurui,-3.77,-49.67,BR,1572373846,93.69,42,73,1.3
Phangnga,8.45,98.53,TH,1572373847,75.2,88,20,2.17
Verkhnyaya Inta,65.99,60.32,RU,1572373847,18.46,91,46,21.0
Amboasary,-25.04,46.38,MG,1572373847,77.0,94,40,1.61
Kon Tum,14.36,108.0,VN,1572373847,65.53,89,97,3.44
Havelock,34.88,-76.9,US,1572373848,80.6,61,75,10.29
Lerwick,60.15,-1.15,GB,1572373848,42.8,80,40,9.01
Kanbe,16.71,96.0,MM,1572373848,78.8,94,75,3.36
Thunder Bay,48.41,-89.26,CA,1572373848,41.0,41,40,9.17
Yurginskoye,56.82,67.39,RU,1572373849,27.72,77,10,2.71
Nouakchott,18.08,-15.98,MR,1572373849,98.6,12,48,16.11
Veshenskaya,49.63,41.73,RU,1572373849,45.57,66,95,3.76
Vanimo,-2.67,141.3,PG,1572373849,83.32,70,99,2.68
Belmonte,40.36,-7.35,PT,1572373849,64.99,88,65,1.3
Leiyang,26.42,112.85,CN,1572373850,56.61,70,0,1.14
Bowen,-20.01,148.25,AU,1572373850,70.0,94,90,8.05
Tara,33.0,130.15,JP,1572373850,64.0,82,3,3.0
Thanh Hoa,10.21,106.33,VN,1572373850,78.8,94,20,3.36
Saint-Denis,48.94,2.36,FR,1572373840,52.0,76,100,9.17
Tartagal,-22.52,-63.8,AR,1572373851,104.0,45,40,11.41
Bubaque,11.28,-15.83,GW,1572373852,83.3,74,0,9.44
Springdale,36.19,-94.13,US,1572373852,44.6,100,90,11.41
Lake City,38.03,-107.32,US,1572373852,36.0,63,90,17.22
Locri,38.24,16.26,IT,1572373852,70.0,72,5,4.7
Arklow,52.79,-6.14,IE,1572373852,48.99,75,75,10.29
Yeroham,30.99,34.93,IL,1572373673,61.0,82,0,13.06
Tretten,61.31,10.3,NO,1572373853,28.99,82,84,3.78
Pangkalanbuun,-2.68,111.62,ID,1572373853,73.62,98,95,1.34
Kelamangalam,12.61,77.86,IN,1572373854,69.8,94,40,3.36
Tanout,14.97,8.88,NE,1572373854,89.74,23,80,7.4
Uchiza,-8.46,-76.46,PE,1572373854,83.77,54,30,2.04
Tirnavos,39.74,22.29,GR,1572373855,60.8,87,0,5.82
Quelimane,-17.88,36.89,MZ,1572373855,84.2,66,0,17.22
Santa Cruz,-6.22,-36.02,BR,1572373855,88.29,34,15,14.41
Bechyne,49.3,14.47,CZ,1572373856,46.0,99,100,6.85
Itapora,-22.08,-54.79,BR,1572373856,103.96,19,10,10.85
Carhuaz,-9.28,-77.65,PE,1572373856,55.56,41,39,2.68
Maldonado,-34.91,-54.96,UY,1572373856,62.6,88,90,10.29
Hervey Bay,-25.3,152.85,AU,1572373857,66.0,82,96,6.93
Iquique,-20.22,-70.14,CL,1572373857,66.2,68,75,16.11
Kokoda,-8.88,147.74,PG,1572373857,59.77,90,99,1.41
Marovoay,-16.11,46.64,MG,1572373858,82.4,74,20,10.29
Vazhiny,60.96,34.04,RU,1572373858,24.69,96,91,2.75
Big Bend,-26.79,31.94,SZ,1572373859,59.0,93,97,7.87
Wenzhou,28.02,120.66,CN,1572373859,64.0,99,0,3.33
Mogok,22.92,96.51,MM,1572373920,66.34,88,29,2.35
Te Anau,-45.41,167.72,NZ,1572373921,45.48,84,88,10.22
Farmington,36.73,-108.21,US,1572373921,44.01,35,90,11.41
Sompeta,18.93,84.6,IN,1572373922,73.08,90,3,1.25
Nizhniy Tsasuchey,50.52,115.13,RU,1572373922,31.98,84,42,9.84
Mayor Pablo Lagerenza,-19.93,-60.77,PY,1572373922,108.43,20,0,17.58
Moanda,-5.93,12.38,CD,1572373922,82.4,78,20,6.93
Ulladulla,-35.36,150.48,AU,1572373923,61.0,72,83,6.93
Narasannapeta,18.42,84.04,IN,1572373923,75.38,87,14,2.53
Soligalich,59.08,42.29,RU,1572373923,26.67,73,93,5.01
Abalak,15.46,6.28,NE,1572373923,92.5,21,86,5.84
Garissa,-0.46,39.64,KE,1572373924,85.95,56,98,17.6
Shetpe,44.14,52.16,KZ,1572373924,55.58,80,43,5.93
Nioro,13.79,-15.05,GM,1572373924,92.66,17,2,0.78
Gao,16.28,-0.04,ML,1572373924,91.38,9,0,12.24
Kuytun,54.34,101.51,RU,1572373925,38.17,80,73,13.94
Quballat,36.54,9.66,TN,1572373925,68.0,82,40,4.7
Besikduzu,41.05,39.23,TR,1572373925,62.6,88,75,3.18
Zwedru,6.07,-8.13,LR,1572373929,75.54,94,89,3.74
Sibolga,1.74,98.78,ID,1572373929,71.87,98,100,1.14
Santa Cecilia,9.85,-84.31,CR,1572373929,78.8,65,35,12.75
Pryazha,61.69,33.62,RU,1572373929,26.6,86,96,2.93
Clovis,36.83,-119.7,US,1572373930,66.0,41,1,3.36
Gizo,31.8,34.94,IL,1572373930,72.0,73,20,3.36
Tromso,69.65,18.96,NO,1572373722,30.2,86,75,1.12
Samsun,41.29,36.33,TR,1572373931,59.0,93,75,2.86
Xinzhou,38.41,112.73,CN,1572373931,44.35,40,5,4.54
Saryozek,44.36,77.98,KZ,1572373663,45.75,48,0,3.13
Sohag,26.55,31.7,EG,1572373932,77.0,29,73,9.17
Eyl,7.98,49.82,SO,1572373932,80.02,70,30,7.05
Aksarka,66.56,67.8,RU,1572373932,15.51,84,63,21.7
Bayonet Point,28.33,-82.68,US,1572373933,91.0,70,75,7.74
Srisailam,16.07,78.87,IN,1572373933,71.15,98,100,3.62
Viljandi,58.37,25.59,EE,1572373933,30.2,80,46,10.29
Clonakilty,51.62,-8.87,IE,1572373934,51.01,81,75,20.8
Arroio Grande,-32.24,-53.09,BR,1572373934,72.41,89,100,8.23
Bandarbeyla,9.49,50.81,SO,1572373934,79.93,61,81,7.78
Mindif,10.4,14.44,CM,1572373935,86.0,66,20,3.36
Talaya,55.79,84.89,RU,1572373935,32.0,76,40,11.18
Kattivakkam,13.22,80.32,IN,1572373935,84.0,94,90,11.41
Rodrigues Alves,-7.74,-72.65,BR,1572373936,87.8,70,75,4.7
Fukue,35.03,136.69,JP,1572373937,57.2,87,20,4.7
Murygino,58.74,49.46,RU,1572373937,24.75,72,0,3.04
High Rock,26.63,-78.28,BS,1572373937,86.0,70,40,10.29
Evensk,61.92,159.24,RU,1572373938,22.59,89,100,2.8
Natchez,31.56,-91.4,US,1572373938,75.2,64,40,10.29
Ginda,30.69,78.49,IN,1572373938,54.03,75,100,4.25
Dasoguz,41.84,59.97,TM,1572373938,53.6,46,77,6.93
Zapolyarnyy,69.43,30.82,RU,1572373939,24.8,79,100,21.92
Guamuchil,25.47,-108.1,MX,1572373939,86.0,45,0,4.0
Simao Dias,-4.45,-69.97,BR,1572373939,86.0,74,75,5.82
Bafoulabe,13.81,-10.83,ML,1572373939,93.83,13,0,6.26
Atamanovka,51.92,113.65,RU,1572373940,28.4,92,49,2.24
Pingliang,35.54,106.68,CN,1572373940,40.59,31,29,5.68
Calbuco,-41.77,-73.13,CL,1572373941,51.8,81,75,8.05
Nyurba,63.29,118.35,RU,1572374002,13.44,95,89,8.39
Vilhena,-12.74,-60.15,BR,1572374002,89.6,52,40,9.17
Vanavara,60.35,102.28,RU,1572374002,34.38,97,100,14.38
Madang,35.32,102.79,CN,1572374002,36.82,36,31,1.1
Businga,3.34,20.89,CD,1572374003,71.49,98,95,2.01
Kuusamo,65.96,29.19,FI,1572373924,21.2,92,90,8.05
Klyuchi,52.25,79.17,RU,1572374003,51.62,65,100,5.1
Shankargarh,25.19,81.61,IN,1572374003,75.4,48,98,3.58
Olinda,-37.84,145.39,AU,1572374004,62.6,72,80,13.87
Zhanaozen,43.35,52.85,KZ,1572374004,55.4,55,56,11.36
Abu Zabad,12.35,29.25,SD,1572374004,82.47,26,81,9.37
Oussouye,12.49,-16.54,SN,1572374004,87.8,70,86,6.93
Myitkyina,25.38,97.4,MM,1572374004,68.94,86,10,2.57
Boras,57.72,12.94,SE,1572373871,35.6,74,0,4.7
Dwarka,28.58,77.04,IN,1572374005,81.0,69,40,4.25
Conakry,9.52,-13.7,GN,1572374005,87.8,70,20,4.7
Esparta,15.74,-87.18,HN,1572374005,87.8,84,20,6.93
San Jeronimo,-13.65,-73.37,PE,1572374006,37.4,100,44,16.11
Holme,56.11,10.17,DK,1572374006,37.99,77,0,1.12
Boone,36.22,-81.67,US,1572373986,73.99,63,40,2.57
Ionia,42.99,-85.07,US,1572374006,46.99,70,90,5.82
Varkaus,62.32,27.87,FI,1572374007,28.4,74,90,10.29
Yongan,39.7,113.69,CN,1572374007,41.79,38,3,7.63
Garowe,8.41,48.48,SO,1572374007,77.9,63,4,21.36
Livingstone,-17.85,25.86,ZW,1572374007,90.84,17,33,7.81
Tabuk,17.41,121.44,PH,1572374008,72.93,94,72,1.81
Hailar,49.2,119.7,CN,1572374008,28.04,87,98,6.67
Ampanihy,-24.69,44.75,MG,1572374008,77.11,76,10,7.96
Toritama,-8.01,-36.06,BR,1572374008,86.05,33,8,14.29
Cleburne,32.35,-97.39,US,1572374008,48.2,100,90,11.41
Maningrida,-12.05,134.23,AU,1572374009,74.97,75,4,4.92
Barreiras,-12.14,-45.0,BR,1572374009,94.44,23,100,5.26
Toronto,43.65,-79.39,CA,1572374004,66.2,82,75,11.41
Sidhi,24.41,81.88,IN,1572374009,70.68,59,71,1.83
Hornepayne,49.22,-84.78,CA,1572374010,37.53,52,61,6.85
Macau,-5.11,-36.64,BR,1572374010,80.92,69,0,31.03
Aberdeen,46.98,-123.82,US,1572373810,45.0,38,1,18.34
Marsaxlokk,35.84,14.54,MT,1572374010,70.0,82,20,5.82
Kollegal,12.16,77.11,IN,1572374011,66.81,94,98,3.2
Virginia Beach,36.85,-75.98,US,1572373731,72.0,77,75,10.29
Batticaloa,7.71,81.69,LK,1572374011,73.33,95,99,3.0
Grimshaw,56.19,-117.61,CA,1572374011,19.99,78,75,9.17
Lichuan,30.3,108.94,CN,1572374011,48.18,72,49,2.59
Sylvan Lake,52.31,-114.09,CA,1572374012,12.2,66,5,3.36
Kudahuvadhoo,2.67,72.89,MV,1572374012,81.84,74,100,9.4
Marsabit,2.34,37.99,KE,1572374012,79.77,60,78,16.8
Kedrovyy,56.17,91.82,RU,1572374012,35.6,80,40,26.84
Sumbe,-11.2,13.84,AO,1572374012,74.52,82,85,7.92
Nauta,-4.51,-73.58,PE,1572374013,93.7,46,64,2.71
Cache Creek,50.81,-121.33,CA,1572374013,33.8,49,1,9.17
Veraval,49.65,0.71,FR,1572374013,48.99,87,100,11.41
Khargone,21.82,75.61,IN,1572374013,75.97,80,88,5.84
Buenos Aires,-34.61,-58.44,AR,1572373963,75.99,72,20,17.22
Villanueva de la Serena,38.97,-5.8,ES,1572374014,68.0,62,8,1.99
Swan River,52.11,-101.27,CA,1572374014,20.64,78,100,12.06
Hami,42.84,93.51,CN,1572374014,45.14,34,0,4.76
Nago,45.88,10.89,IT,1572374014,60.8,100,75,2.24
Rio Tuba,8.51,117.43,PH,1572374015,80.94,76,83,4.23
Mahenge,-8.68,36.72,TZ,1572374076,80.06,42,0,6.29
Mackay,53.65,-115.58,CA,1572374076,14.0,72,40,4.7
Karaton,-6.34,106.1,ID,1572374077,80.6,74,40,4.7
Oliver,49.18,-119.55,CA,1572373805,33.8,37,40,11.41
Saint-Augustin,45.63,-73.98,CA,1572374077,64.0,63,20,6.93
Lalmohan,22.34,90.74,BD,1572374078,72.45,82,79,6.35
Mastic Beach,40.77,-72.85,US,1572374078,60.8,87,90,6.93
Kantunilkin,21.1,-87.49,MX,1572374078,87.8,70,75,12.75
La Orilla,18.0,-102.23,MX,1572374078,86.99,62,2,1.57
Khorixas,-20.37,14.96,NA,1572374079,76.59,24,36,15.99
Mahajanga,-15.72,46.32,MG,1572374079,82.4,74,20,10.29
Prince George,53.92,-122.75,CA,1572373922,27.0,62,90,3.36
Rorvik,64.86,11.24,NO,1572374079,39.2,93,75,9.17
Usogorsk,63.43,48.71,RU,1572374080,23.16,90,97,8.05
Trapani,38.02,12.54,IT,1572373911,73.0,77,20,4.7
Agadez,16.97,7.99,NE,1572374080,91.4,31,91,4.7
Evanston,42.04,-87.69,US,1572373945,42.01,72,90,4.7
Santa Cruz del Sur,20.71,-78.0,CU,1572374080,84.52,74,0,15.41
Kovacica,45.11,20.62,RS,1572373982,48.2,100,75,9.17
Ovsyanka,53.58,126.91,RU,1572374081,25.84,82,61,1.79
Hurricane,37.18,-113.29,US,1572374081,52.0,13,1,3.36
Xai-Xai,-25.04,33.64,MZ,1572374081,71.44,67,86,12.28
Grenada,33.77,-89.81,US,1572374082,66.2,72,40,6.93
Lazaro Cardenas,28.39,-105.62,MX,1572374082,71.6,25,20,3.36
Kyshtovka,56.56,76.62,RU,1572374082,26.85,75,53,4.81
Ligayan,4.65,119.47,PH,1572374082,84.38,70,77,7.72
Voh,-20.95,164.69,NC,1572374082,68.4,76,67,18.59
Novikovo,51.15,37.89,RU,1572374083,42.8,72,72,6.89
Gushikawa,26.35,127.87,JP,1572374083,75.2,83,40,8.05
Bodinayakkanur,10.01,77.35,IN,1572374083,72.84,89,100,2.01
Bulgan,48.81,103.53,MN,1572374084,33.19,63,84,6.13
Spirovo,57.42,34.99,RU,1572374084,32.54,94,100,10.27
Folldal,62.14,10.0,NO,1572374084,17.83,81,78,3.27
Plover,44.46,-89.54,US,1572374085,39.2,55,1,6.93
Luxor,25.7,32.65,EG,1572374085,77.0,38,0,6.93
Manicore,-5.81,-61.3,BR,1572374085,95.45,38,26,4.29
Atambua,-9.11,124.89,ID,1572374086,71.55,77,14,3.58
Klichka,50.44,118.0,RU,1572374086,34.36,98,100,6.04
Jiazi,19.61,110.49,CN,1572374086,75.2,73,75,6.71
Moroni,35.09,24.92,GR,1572374086,64.4,88,40,4.7
Presidente Olegario,-18.42,-46.42,BR,1572374087,77.0,67,83,7.81
Thaton,16.91,97.37,MM,1572374087,77.2,89,14,1.59
Lahad Datu,5.02,118.33,MY,1572374087,77.83,86,83,1.41
Charyshskoye,51.4,83.56,RU,1572374087,42.46,76,87,8.14
Kokopo,-4.34,152.27,PG,1572374088,81.81,79,96,15.3
Bardsir,29.93,56.57,IR,1572374088,60.8,26,20,9.17
Paragominas,-3.0,-47.35,BR,1572374088,91.24,44,46,5.03
Armidale,-30.51,151.67,AU,1572374088,45.0,71,90,1.01
Awjilah,29.14,21.3,LY,1572374089,74.68,24,0,9.8
Wschowa,51.8,16.32,PL,1572374089,44.01,93,32,2.24
Sarajevo,43.85,18.39,BA,1572374089,50.0,87,100,2.24
Bodaybo,57.85,114.2,RU,1572374089,19.65,96,100,4.5
Rome,41.89,12.48,IT,1572373852,64.0,93,100,3.36
Asadabad,34.78,48.12,IR,1572374090,51.8,62,20,6.29
Arman,59.7,150.17,RU,1572374090,36.97,89,99,3.11
Pobe,6.98,2.66,BJ,1572374151,76.37,92,75,4.68
Makakilo City,21.35,-158.09,US,1572374051,79.0,88,1,4.7
Skrunda,56.68,22.02,LV,1572374152,37.4,86,59,4.7
Ahome,25.92,-109.18,MX,1572374152,87.01,42,5,9.17
Parnarama,-5.68,-43.09,BR,1572374153,102.97,19,11,5.19
Eureka,40.8,-124.16,US,1572373958,55.0,81,75,6.93
Merauke,-8.49,140.4,ID,1572374153,75.22,92,100,3.02
Mandalgovi,45.76,106.27,MN,1572374153,38.95,43,32,13.56
Teseney,15.11,36.66,ER,1572374153,90.99,30,8,10.0
Angoche,-16.23,39.91,MZ,1572374154,80.44,54,0,10.36
Krasnovishersk,60.4,57.08,RU,1572374154,16.65,91,18,4.25
